model_name,model_display_name,model_description,dataset_type,learning_rate,iteration,epochs_trained,train_metrics,val_metrics,test_metrics,test_accuracy,val_accuracy,train_accuracy,test_precision,val_precision,train_precision,test_recall,val_recall,train_recall,test_f1,val_f1,train_f1
scibert,SciBERT,Scientific domain BERT,title_abstract,5e-06,2,1000,"{'precision': 0.5717501815541032, 'recall': 0.611764705882353, 'f1': 0.501944846217292, 'accuracy': 0.611764705882353}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7673469387755102, 'recall': 0.62, 'f1': 0.4937914406268837, 'accuracy': 0.62}",0.62,0.5333333333333333,0.611764705882353,0.7673469387755102,0.3428571428571428,0.5717501815541032,0.62,0.5333333333333333,0.611764705882353,0.4937914406268837,0.41739130434782606,0.501944846217292
scibert,SciBERT,Scientific domain BERT,title_abstract,5e-06,3,267,"{'precision': 0.3714285714285714, 'recall': 0.6, 'f1': 0.45882352941176463, 'accuracy': 0.6}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.5333333333333333,0.6,0.36,0.3428571428571428,0.3714285714285714,0.6,0.5333333333333333,0.6,0.44999999999999996,0.41739130434782606,0.45882352941176463
scibert,SciBERT,Scientific domain BERT,title_abstract,5e-06,4,247,"{'precision': 0.3714285714285714, 'recall': 0.6, 'f1': 0.45882352941176463, 'accuracy': 0.6}","{'precision': 0.7857142857142858, 'recall': 0.6666666666666666, 'f1': 0.5838509316770186, 'accuracy': 0.6666666666666666}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.6666666666666666,0.6,0.7636363636363638,0.7857142857142858,0.3714285714285714,0.61,0.6666666666666666,0.6,0.4723423838011966,0.5838509316770186,0.45882352941176463
scibert,SciBERT,Scientific domain BERT,abstract,0.0001,0,13,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
scibert,SciBERT,Scientific domain BERT,abstract,0.0001,1,14,"{'precision': 0.5700212615166549, 'recall': 0.611764705882353, 'f1': 0.4844070961718021, 'accuracy': 0.611764705882353}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.5333333333333333,0.611764705882353,0.7636363636363638,0.3428571428571428,0.5700212615166549,0.61,0.5333333333333333,0.611764705882353,0.4723423838011966,0.41739130434782606,0.4844070961718021
scibert,SciBERT,Scientific domain BERT,abstract,0.0001,2,13,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
scibert,SciBERT,Scientific domain BERT,abstract,0.0001,3,11,"{'precision': 0.3655667144906743, 'recall': 0.5764705882352941, 'f1': 0.4474100087796313, 'accuracy': 0.5764705882352941}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.5333333333333333,0.5764705882352941,0.7636363636363638,0.3428571428571428,0.3655667144906743,0.61,0.5333333333333333,0.5764705882352941,0.4723423838011966,0.41739130434782606,0.4474100087796313
scibert,SciBERT,Scientific domain BERT,abstract,0.0001,4,11,"{'precision': 0.7715095676824948, 'recall': 0.6352941176470588, 'f1': 0.5156551509492686, 'accuracy': 0.6352941176470588}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.5333333333333333,0.6352941176470588,0.7636363636363638,0.3428571428571428,0.7715095676824948,0.61,0.5333333333333333,0.6352941176470588,0.4723423838011966,0.41739130434782606,0.5156551509492686
scibert,SciBERT,Scientific domain BERT,abstract,0.0002,0,11,"{'precision': 0.7669467787114845, 'recall': 0.6235294117647059, 'f1': 0.49065743944636675, 'accuracy': 0.6235294117647059}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.3575757575757576, 'recall': 0.59, 'f1': 0.44528301886792443, 'accuracy': 0.59}",0.59,0.6,0.6235294117647059,0.3575757575757576,0.36,0.7669467787114845,0.59,0.6,0.6235294117647059,0.44528301886792443,0.44999999999999996,0.49065743944636675
scibert,SciBERT,Scientific domain BERT,abstract,0.0002,1,11,"{'precision': 0.5700212615166549, 'recall': 0.611764705882353, 'f1': 0.4844070961718021, 'accuracy': 0.611764705882353}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.5333333333333333,0.611764705882353,0.7636363636363638,0.3428571428571428,0.5700212615166549,0.61,0.5333333333333333,0.611764705882353,0.4723423838011966,0.41739130434782606,0.4844070961718021
scibert,SciBERT,Scientific domain BERT,abstract,0.0002,2,12,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
scibert,SciBERT,Scientific domain BERT,abstract,0.0002,3,12,"{'precision': 0.36853295535081504, 'recall': 0.5882352941176471, 'f1': 0.4531590413943355, 'accuracy': 0.5882352941176471}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.5333333333333333,0.5882352941176471,0.7636363636363638,0.3428571428571428,0.36853295535081504,0.61,0.5333333333333333,0.5882352941176471,0.4723423838011966,0.41739130434782606,0.4531590413943355
scibert,SciBERT,Scientific domain BERT,abstract,0.0002,4,13,"{'precision': 0.7715095676824948, 'recall': 0.6352941176470588, 'f1': 0.5156551509492686, 'accuracy': 0.6352941176470588}","{'precision': 0.7857142857142858, 'recall': 0.6666666666666666, 'f1': 0.5838509316770186, 'accuracy': 0.6666666666666666}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.6666666666666666,0.6352941176470588,0.7636363636363638,0.7857142857142858,0.7715095676824948,0.61,0.6666666666666666,0.6352941176470588,0.4723423838011966,0.5838509316770186,0.5156551509492686
scibert,SciBERT,Scientific domain BERT,abstract,0.0005,0,14,"{'precision': 0.3714285714285714, 'recall': 0.6, 'f1': 0.45882352941176463, 'accuracy': 0.6}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.5333333333333333,0.6,0.36,0.3428571428571428,0.3714285714285714,0.6,0.5333333333333333,0.6,0.44999999999999996,0.41739130434782606,0.45882352941176463
scibert,SciBERT,Scientific domain BERT,abstract,0.0005,1,27,"{'precision': 0.41624649859943974, 'recall': 0.5529411764705883, 'f1': 0.4523529411764705, 'accuracy': 0.5529411764705883}","{'precision': 0.8153846153846154, 'recall': 0.7333333333333333, 'f1': 0.6909090909090909, 'accuracy': 0.7333333333333333}","{'precision': 0.775, 'recall': 0.64, 'f1': 0.5342657342657343, 'accuracy': 0.64}",0.64,0.7333333333333333,0.5529411764705883,0.775,0.8153846153846154,0.41624649859943974,0.64,0.7333333333333333,0.5529411764705883,0.5342657342657343,0.6909090909090909,0.4523529411764705
scibert,SciBERT,Scientific domain BERT,abstract,0.0005,2,14,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
scibert,SciBERT,Scientific domain BERT,abstract,0.0005,3,11,"{'precision': 0.36853295535081504, 'recall': 0.5882352941176471, 'f1': 0.4531590413943355, 'accuracy': 0.5882352941176471}","{'precision': 0.7857142857142858, 'recall': 0.6666666666666666, 'f1': 0.5838509316770186, 'accuracy': 0.6666666666666666}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.6666666666666666,0.5882352941176471,0.7636363636363638,0.7857142857142858,0.36853295535081504,0.61,0.6666666666666666,0.5882352941176471,0.4723423838011966,0.5838509316770186,0.4531590413943355
scibert,SciBERT,Scientific domain BERT,abstract,0.0005,4,18,"{'precision': 0.3655667144906743, 'recall': 0.5764705882352941, 'f1': 0.4474100087796313, 'accuracy': 0.5764705882352941}","{'precision': 0.7857142857142858, 'recall': 0.6666666666666666, 'f1': 0.5838509316770186, 'accuracy': 0.6666666666666666}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.6666666666666666,0.5764705882352941,0.7636363636363638,0.7857142857142858,0.3655667144906743,0.61,0.6666666666666666,0.5764705882352941,0.4723423838011966,0.5838509316770186,0.4474100087796313
scibert,SciBERT,Scientific domain BERT,abstract,1e-05,0,47,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
scibert,SciBERT,Scientific domain BERT,abstract,1e-05,1,66,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
scibert,SciBERT,Scientific domain BERT,abstract,1e-05,2,60,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
scibert,SciBERT,Scientific domain BERT,abstract,1e-05,3,11,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
scibert,SciBERT,Scientific domain BERT,abstract,1e-05,4,48,"{'precision': 0.36853295535081504, 'recall': 0.5882352941176471, 'f1': 0.4531590413943355, 'accuracy': 0.5882352941176471}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.5333333333333333,0.5882352941176471,0.7636363636363638,0.3428571428571428,0.36853295535081504,0.61,0.5333333333333333,0.5882352941176471,0.4723423838011966,0.41739130434782606,0.4531590413943355
scibert,SciBERT,Scientific domain BERT,abstract,2e-05,0,11,"{'precision': 0.36853295535081504, 'recall': 0.5882352941176471, 'f1': 0.4531590413943355, 'accuracy': 0.5882352941176471}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.5882352941176471,0.36,0.36,0.36853295535081504,0.6,0.6,0.5882352941176471,0.44999999999999996,0.44999999999999996,0.4531590413943355
scibert,SciBERT,Scientific domain BERT,abstract,2e-05,1,17,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
scibert,SciBERT,Scientific domain BERT,abstract,2e-05,2,28,"{'precision': 0.7715095676824948, 'recall': 0.6352941176470588, 'f1': 0.5156551509492686, 'accuracy': 0.6352941176470588}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.5333333333333333,0.6352941176470588,0.7636363636363638,0.3428571428571428,0.7715095676824948,0.61,0.5333333333333333,0.6352941176470588,0.4723423838011966,0.41739130434782606,0.5156551509492686
scibert,SciBERT,Scientific domain BERT,abstract,2e-05,3,48,"{'precision': 0.5700212615166549, 'recall': 0.611764705882353, 'f1': 0.4844070961718021, 'accuracy': 0.611764705882353}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7673469387755102, 'recall': 0.62, 'f1': 0.4937914406268837, 'accuracy': 0.62}",0.62,0.5333333333333333,0.611764705882353,0.7673469387755102,0.3428571428571428,0.5700212615166549,0.62,0.5333333333333333,0.611764705882353,0.4937914406268837,0.41739130434782606,0.4844070961718021
scibert,SciBERT,Scientific domain BERT,abstract,2e-05,4,14,"{'precision': 0.3714285714285714, 'recall': 0.6, 'f1': 0.45882352941176463, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.6,0.36,0.36,0.3714285714285714,0.6,0.6,0.6,0.44999999999999996,0.44999999999999996,0.45882352941176463
scibert,SciBERT,Scientific domain BERT,abstract,5e-05,0,11,"{'precision': 0.36853295535081504, 'recall': 0.5882352941176471, 'f1': 0.4531590413943355, 'accuracy': 0.5882352941176471}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.5333333333333333,0.5882352941176471,0.7636363636363638,0.3428571428571428,0.36853295535081504,0.61,0.5333333333333333,0.5882352941176471,0.4723423838011966,0.41739130434782606,0.4531590413943355
scibert,SciBERT,Scientific domain BERT,abstract,5e-05,1,20,"{'precision': 0.5700212615166549, 'recall': 0.611764705882353, 'f1': 0.4844070961718021, 'accuracy': 0.611764705882353}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.5333333333333333,0.611764705882353,0.7636363636363638,0.3428571428571428,0.5700212615166549,0.61,0.5333333333333333,0.611764705882353,0.4723423838011966,0.41739130434782606,0.4844070961718021
scibert,SciBERT,Scientific domain BERT,abstract,5e-05,2,13,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
scibert,SciBERT,Scientific domain BERT,abstract,5e-05,3,11,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
scibert,SciBERT,Scientific domain BERT,abstract,5e-05,4,15,"{'precision': 0.36853295535081504, 'recall': 0.5882352941176471, 'f1': 0.4531590413943355, 'accuracy': 0.5882352941176471}","{'precision': 0.7857142857142858, 'recall': 0.6666666666666666, 'f1': 0.5838509316770186, 'accuracy': 0.6666666666666666}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.6666666666666666,0.5882352941176471,0.7636363636363638,0.7857142857142858,0.36853295535081504,0.61,0.6666666666666666,0.5882352941176471,0.4723423838011966,0.5838509316770186,0.4531590413943355
scibert,SciBERT,Scientific domain BERT,abstract,1e-06,0,195,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
scibert,SciBERT,Scientific domain BERT,abstract,1e-06,1,317,"{'precision': 0.36853295535081504, 'recall': 0.5882352941176471, 'f1': 0.4531590413943355, 'accuracy': 0.5882352941176471}","{'precision': 0.7857142857142858, 'recall': 0.6666666666666666, 'f1': 0.5838509316770186, 'accuracy': 0.6666666666666666}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.6666666666666666,0.5882352941176471,0.7636363636363638,0.7857142857142858,0.36853295535081504,0.61,0.6666666666666666,0.5882352941176471,0.4723423838011966,0.5838509316770186,0.4531590413943355
scibert,SciBERT,Scientific domain BERT,abstract,1e-06,2,416,"{'precision': 0.36853295535081504, 'recall': 0.5882352941176471, 'f1': 0.4531590413943355, 'accuracy': 0.5882352941176471}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.3575757575757576, 'recall': 0.59, 'f1': 0.44528301886792443, 'accuracy': 0.59}",0.59,0.6,0.5882352941176471,0.3575757575757576,0.36,0.36853295535081504,0.59,0.6,0.5882352941176471,0.44528301886792443,0.44999999999999996,0.4531590413943355
scibert,SciBERT,Scientific domain BERT,abstract,1e-06,3,148,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
scibert,SciBERT,Scientific domain BERT,abstract,1e-06,4,432,"{'precision': 0.5700212615166549, 'recall': 0.611764705882353, 'f1': 0.4844070961718021, 'accuracy': 0.611764705882353}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.5612244897959183, 'recall': 0.6, 'f1': 0.46714888487040385, 'accuracy': 0.6}",0.6,0.5333333333333333,0.611764705882353,0.5612244897959183,0.3428571428571428,0.5700212615166549,0.6,0.5333333333333333,0.611764705882353,0.46714888487040385,0.41739130434782606,0.4844070961718021
scibert,SciBERT,Scientific domain BERT,abstract,2e-06,0,90,"{'precision': 0.7715095676824948, 'recall': 0.6352941176470588, 'f1': 0.5156551509492686, 'accuracy': 0.6352941176470588}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.5333333333333333,0.6352941176470588,0.7636363636363638,0.3428571428571428,0.7715095676824948,0.61,0.5333333333333333,0.6352941176470588,0.4723423838011966,0.41739130434782606,0.5156551509492686
scibert,SciBERT,Scientific domain BERT,abstract,2e-06,1,179,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
scibert,SciBERT,Scientific domain BERT,abstract,2e-06,2,44,"{'precision': 0.5700212615166549, 'recall': 0.611764705882353, 'f1': 0.4844070961718021, 'accuracy': 0.611764705882353}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.5333333333333333,0.611764705882353,0.7636363636363638,0.3428571428571428,0.5700212615166549,0.61,0.5333333333333333,0.611764705882353,0.4723423838011966,0.41739130434782606,0.4844070961718021
scibert,SciBERT,Scientific domain BERT,abstract,2e-06,3,204,"{'precision': 0.36853295535081504, 'recall': 0.5882352941176471, 'f1': 0.4531590413943355, 'accuracy': 0.5882352941176471}","{'precision': 0.7857142857142858, 'recall': 0.6666666666666666, 'f1': 0.5838509316770186, 'accuracy': 0.6666666666666666}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.6666666666666666,0.5882352941176471,0.7636363636363638,0.7857142857142858,0.36853295535081504,0.61,0.6666666666666666,0.5882352941176471,0.4723423838011966,0.5838509316770186,0.4531590413943355
scibert,SciBERT,Scientific domain BERT,abstract,2e-06,4,15,"{'precision': 0.7715095676824948, 'recall': 0.6352941176470588, 'f1': 0.5156551509492686, 'accuracy': 0.6352941176470588}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.5333333333333333,0.6352941176470588,0.7636363636363638,0.3428571428571428,0.7715095676824948,0.61,0.5333333333333333,0.6352941176470588,0.4723423838011966,0.41739130434782606,0.5156551509492686
scibert,SciBERT,Scientific domain BERT,abstract,5e-06,0,44,"{'precision': 0.36853295535081504, 'recall': 0.5882352941176471, 'f1': 0.4531590413943355, 'accuracy': 0.5882352941176471}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.5333333333333333,0.5882352941176471,0.7636363636363638,0.3428571428571428,0.36853295535081504,0.61,0.5333333333333333,0.5882352941176471,0.4723423838011966,0.41739130434782606,0.4531590413943355
scibert,SciBERT,Scientific domain BERT,abstract,5e-06,1,18,"{'precision': 0.36853295535081504, 'recall': 0.5882352941176471, 'f1': 0.4531590413943355, 'accuracy': 0.5882352941176471}","{'precision': 0.7857142857142858, 'recall': 0.6666666666666666, 'f1': 0.5838509316770186, 'accuracy': 0.6666666666666666}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.6666666666666666,0.5882352941176471,0.7636363636363638,0.7857142857142858,0.36853295535081504,0.61,0.6666666666666666,0.5882352941176471,0.4723423838011966,0.5838509316770186,0.4531590413943355
scibert,SciBERT,Scientific domain BERT,abstract,5e-06,2,48,"{'precision': 0.3742560553633218, 'recall': 0.611764705882353, 'f1': 0.4644053241734651, 'accuracy': 0.611764705882353}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}","{'precision': 0.36, 'recall': 0.6, 'f1': 0.44999999999999996, 'accuracy': 0.6}",0.6,0.6,0.611764705882353,0.36,0.36,0.3742560553633218,0.6,0.6,0.611764705882353,0.44999999999999996,0.44999999999999996,0.4644053241734651
scibert,SciBERT,Scientific domain BERT,abstract,5e-06,3,106,"{'precision': 0.7715095676824948, 'recall': 0.6352941176470588, 'f1': 0.5156551509492686, 'accuracy': 0.6352941176470588}","{'precision': 0.3428571428571428, 'recall': 0.5333333333333333, 'f1': 0.41739130434782606, 'accuracy': 0.5333333333333333}","{'precision': 0.7636363636363638, 'recall': 0.61, 'f1': 0.4723423838011966, 'accuracy': 0.61}",0.61,0.5333333333333333,0.6352941176470588,0.7636363636363638,0.3428571428571428,0.7715095676824948,0.61,0.5333333333333333,0.6352941176470588,0.4723423838011966,0.41739130434782606,0.5156551509492686
